callid,CompanyNo,ServiceStatus,ServiceType,ServiceLevel,Severity,ItemOEM,ItemModel,ItemAssetType
30761,CR00145-01,C,Hardware,T/M,Medium,IBM,7978-B4U,Server
30762,CR00145-01,E,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30763,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30764,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30765,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30766,CR01793,C,Hardware,T/M,Medium,HP,RX2660,Server
30767,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
30767,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
30767,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
30769,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30770,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
30771,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30772,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-D2U,Server
30773,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS4000E,Storage
30774,C00163-01,C,Hardware,HW-Basic ,Medium,DELL,MD3220,Storage
30775,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30776,CR01400,C,Hardware,T/M,Medium,HP,DL380 G9,Server
30776,CR01400,C,Hardware,T/M,Medium,HP,DL380 G9,Server
30776,CR01400,C,Hardware,T/M,Medium,HP,DL380 G9,Server
30777,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30778,CR00654,C,Hardware,HW-Premium ,Medium,NETAPP,FAS3220A,Storage
30779,c00822,C,Hardware,HW-Premium ,Track Only,DELL,PE T620,Server
30780,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30780,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30780,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30781,c00822,C,Hardware,HW-Premium ,Low,DELL,PE T620,Server
30782,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30783,CR00654,C,Hardware,HW-Premium ,Medium,DELL,PE 2950,Server
30784,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30785,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30785,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30786,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
30787,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
30788,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
30788,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
30789,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30790,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30791,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30792,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30792,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30794,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30796,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30796,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30796,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30796,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30797,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30798,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
30798,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
30800,CR01400,E,Hardware,T/M,Medium,DELL,R720,Server
30801,CR00145-01,E,Hardware,T/M,Medium,IBM,1733-1RU,Server
30802,Cr00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30803,CR00654,C,Hardware,T/M,High,HP,DL385p G8,Server
30804,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7382-D4U,Server
30805,C00928,C,Hardware,HW-Critical,Medium,HP,ML370 G4,Server
30805,C00928,C,Hardware,HW-Critical,Medium,HP,ML370 G4,Server
30806,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7978-AC1,Server
30807,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7944-AC1,Server
30808,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7978-B4U,Server
30809,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
30810,CR00654,C,Hardware,T/M,Medium,HP,DL380,Server
30811,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30811,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30812,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,2072-12E,Storage
30813,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
30814,CR00654,C,Hardware,HW-Premium ,High,HP,DL385 G8,Server
30815,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2072-12C,Storage
30816,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30817,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30818,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-AC1,Server
30819,CR00145,C,Hardware,T/M,Medium,DELL,P380,Workstation
30823,CR00145-01,C,Hardware,T/M,High,EMC,CX500,Storage
30823,CR00145-01,C,Hardware,T/M,High,EMC,CX500,Storage
30824,CR00145-01,C,Hardware,T/M,High,EMC,CX4-120,Storage
30825,CR00145-01,C,Hardware,T/M,High,EMC,CX300,Storage
30825,CR00145-01,C,Hardware,T/M,High,EMC,CX300,Storage
30826,CR00145-01,C,Hardware,T/M,High,EMC,CX300,Storage
30827,CR00145-01,C,Hardware,T/M,High,HP,RP5470,Server
30828,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30829,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30829,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30830,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2072-12C,Storage
30831,CR00654,C,Hardware,HW-Premium ,High,SUN,SPARC T5140,Server
30832,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30833,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
30836,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
30837,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30838,CR00145-01,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30839,CR01743,E,Hardware,T/M,Medium,DELL,R720,Server
30840,CR01669,C,Hardware,HW-Premium ,High,HP,P2000 G3,Storage
30841,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30842,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30843,CR00145-01,C,Hardware,HW-Premium ,High,IBM,2072-12C,Storage
30845,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30846,CR00145-01,C,Hardware,T/M,Medium,EMC,CX700,Storage
30846,CR00145-01,C,Hardware,T/M,Medium,EMC,CX700,Storage
30847,CR00145-01,C,Hardware,T/M,Medium,EMC,CX400,Storage
30848,CR00145,C,Hardware,HW-Basic ,Medium,DELL,T610,Server
30848,CR00145,C,Hardware,HW-Basic ,Medium,DELL,T610,Server
30849,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
30850,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30853,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
30855,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30856,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30857,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30858,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30858,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30858,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30859,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30860,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30860,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30861,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30861,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30862,CR00145-01,C,Hardware,T/M,Medium,APC,DLA3000RM2U,UPS
30862,CR00145-01,C,Hardware,T/M,Medium,APC,DLA3000RM2U,UPS
30863,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-52U,Server
30864,CR00145-01,C,Hardware,HW-Premium ,High,IBM,2076-212,Storage
30865,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30866,CR00654,C,Hardware,T/M,Critical,NetApp,FAS2020,Storage
30866,CR00654,C,Hardware,T/M,Critical,NetApp,FAS2020,Storage
30867,CR00145-01,C,Hardware,T/M,Medium,IBM,7382-AC1,Server
30868,CR00654,C,Hardware,T/M,Medium,DELL,OP 390,Workstation
30869,CR00654,C,Software,T/M,High,DELL,OP 7010,Workstation
30870,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
30871,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
30872,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
30873,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30874,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
30875,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30876,C00163-01,C,Hardware,T/M,Medium,IBM,8869-AC1,Server
30877,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30878,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30878,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30878,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30878,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30879,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
30880,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30882,CR00654,C,Hardware,T/M,Medium,HP,Z240,Workstation
30883,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30885,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30885,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30886,CR00654,C,Hardware,T/M,Medium,HP,ED 705,Workstation
30887,CR00654,C,Hardware,T/M,High,DELL,OP 960,Workstation
30887,CR00654,C,Hardware,T/M,High,DELL,OP 960,Workstation
30888,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
30889,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30889,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30889,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30889,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30890,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30890,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30891,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30894,CR00145-01,C,Hardware,T/M,Medium,APC,SURTA3000RMXL3U,UPS
30895,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7978-B4U,Server
30895,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7978-B4U,Server
30896,C00163-01,C,Hardware,HW-Premium ,High,Hitachi,AMS500,Storage
30897,CR00654,C,Hardware,T/M,Medium,HP,Z620,Workstation
30898,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30899,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30899,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30900,CR00654,C,Hardware,T/M,Medium,DELL,T320,Server
30900,CR00654,C,Hardware,T/M,Medium,DELL,T320,Server
30901,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G6,Server
30902,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
30902,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
30902,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
30903,CR00654,C,Hardware,HW-Basic ,Medium,HP,ML350 G6,Server
30904,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30905,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30905,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30906,CR00145-01,C,Hardware,T/M,High,IBM,7979-B4U,Server
30906,CR00145-01,C,Hardware,T/M,High,IBM,7979-B4U,Server
30907,C00214,C,Hardware,HW-Basic ,Medium,SUN,ULTRA45,Workstation
30908,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30910,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30911,C00163-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
30912,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30912,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30912,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30913,CR00145-01,C,Hardware,T/M,Medium,APC,UPS3000,UPS
30914,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
30914,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
30915,CR00654,C,Hardware,T/M,Medium,HP,DL380,Server
30917,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
30918,CR01793,C,Hardware,HW-Basic ,Medium,HP,RX2620,Server
30919,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
30920,CR00654,C,Hardware,T/M,High,HP,Z440,Workstation
30921,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-51G,Server
30922,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30923,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30924,CR00654,C,Hardware,T/M,High,DELL,R320,Server
30925,CR00654,C,Hardware,T/M,Medium,DELL,T5810,Workstation
30926,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
30926,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
30927,CR00145-01,E,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30928,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
30928,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
30929,CR00654,C,Hardware,T/M,Medium,SUN,T4-1,Server
30930,CR00145-01,E,Hardware,T/M,Medium,IBM,7914-AC1,Server
30931,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30933,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
30933,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
30935,CR00654,C,Hardware,T/M,Medium,DELL,PE 2950,Server
30936,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30937,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30938,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
30939,C00928,C,Hardware,HW-Premium ,Medium,DELL,PE 6950,Server
30940,C00510,C,Hardware,HW-Basic ,Medium,DELL,P490,Workstation
30940,C00510,C,Hardware,HW-Basic ,Medium,DELL,P490,Workstation
30941,C00510,C,Hardware,HW-Basic ,Medium,DELL,P490,Workstation
30941,C00510,C,Hardware,HW-Basic ,Medium,DELL,P490,Workstation
30942,CR01779,C,Hardware,HW-Enhanced,High,DELL,PE 2850,Server
30943,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30945,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,ML6030K,Storage
30945,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,ML6030K,Storage
30945,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,ML6030K,Storage
30946,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2072-12C,Storage
30947,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30948,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30949,CR00145-01,C,Hardware,T/M,High,IBM,8837-AC1,Server
30949,CR00145-01,C,Hardware,T/M,High,IBM,8837-AC1,Server
30950,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30951,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T5500,Workstation
30952,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30953,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2U,Server
30954,CR00654,C,Hardware,T/M,Medium,EMC,VNX5300,Storage
30955,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
30956,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30956,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30957,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
30959,CR00654,C,Hardware,T/M,Medium,HP,XW4400,Workstation
30960,C00163-01,C,Hardware,T/M,Medium,DELL,TL4000,Storage
30961,CR00654,C,Hardware,T/M,Medium,EMC,VNX5300,Storage
30962,CR00654,C,Software,T/M,Medium,HP,Z420,Workstation
30964,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30964,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30964,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
30965,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
30965,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
30966,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
30966,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
30966,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
30966,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
30967,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-AC1,Server
30967,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-AC1,Server
30967,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-AC1,Server
30968,C00163-01,C,Hardware,T/M,Medium,DELL,R710,Server
30969,CR00654,C,Hardware,T/M,High,DELL,R320,Server
30970,CR00654,E,Hardware,T/M,Critical,BARCO,MDCC6230,Monitor
30971,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30971,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30972,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Server
30973,CR00654,C,Hardware,T/M,Medium,HP,Z440,Workstation
30973,CR00654,C,Hardware,T/M,Medium,HP,Z440,Workstation
30974,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30975,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30976,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
30977,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30980,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30981,C00163-01,E,Hardware,T/M,Medium,DELL,MD3220,Storage
30983,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30985,CR00145-01,E,Hardware,HW-Basic ,Medium,IBM,7944-D2U,Server
30986,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
30987,c00822,C,Hardware,HW-Premium ,Medium,DELL,T620,Server
30988,CR00654,C,Hardware,T/M,Medium,DELL,PE 2950,Server
30994,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
30998,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30999,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
31001,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31002,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31005,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL385P G8,Server
31006,C00163-01,C,Hardware,T/M,Medium,DELL,TL4000,Storage
31007,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31009,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31010,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
31011,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31011,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31028,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,R720,Server
31029,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31029,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31030,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31030,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31031,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31031,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31032,C00510,C,Hardware,HW-Basic ,Medium,DELL,T7400,Workstation
31032,C00510,C,Hardware,HW-Basic ,Medium,DELL,T7400,Workstation
31032,C00510,C,Hardware,HW-Basic ,Medium,DELL,T7400,Workstation
31033,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31033,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31034,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31034,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31035,CR00654,C,Software,T/M,High,DELL,OP 960,Workstation
31036,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31037,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
31038,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31040,CR01743,C,Hardware,T/M,Medium,DELL,R420,Server
31041,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31043,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31044,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G8,Server
31045,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS 2500,Storage
31046,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7914-B2U,Server
31049,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T5500,Workstation
31049,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T5500,Workstation
31050,CR00145-01,C,Hardware,T/M,Medium,IBM,7979-B4U,Server
31051,CR00107,C,Hardware,HW-Basic ,Medium,HP,L2000,Server
31052,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31053,C00510,C,Hardware,HW-Basic ,Medium,DELL,P690,Workstation
31054,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31055,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31057,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31057,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31058,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
31058,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
31060,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31061,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-J2U,Server
31062,CR00145-01,C,Hardware,T/M,Medium,IBM,,Storage
31063,CR00145-01,C,Hardware,OEM Warranty,Medium,IBM,1727-01E,Storage
31064,CR00145-01,C,Hardware,T/M,Medium,IBM,7377-C2U,Server
31065,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2U,Server
31067,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
31067,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
31068,C00822,C,Hardware,HW-Premium ,Medium,DELL,T620,Server
31069,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31071,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31071,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31072,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31073,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31073,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31074,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Server
31077,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31079,CR00654,C,Hardware,T/M,Medium,SUN,SPARC T4-1,Server
31080,CR00654,C,Hardware,HW-Premium ,High,HP,DL380 G8,Server
31080,CR00654,C,Hardware,HW-Premium ,High,HP,DL380 G8,Server
31081,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31083,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
31085,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
31085,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
31085,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
31085,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
31086,CR00654,C,Hardware,HW-OS-Premium,Critical,IBM,3584-L53,Storage
31087,C01189,C,Hardware,T/M,Medium,DELL,MD1220,Storage
31089,C01841,C,Hardware,T/M,Medium,HP,ML380 G6,Server
31090,CR00145-01,C,Hardware,HW-Premium ,High,IBM,2076-112,Storage
31091,CR00654,C,Hardware,HW-Premium ,High,HP,DL380 G5,Server
31094,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31094,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31094,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31095,CR00654,C,Hardware,T/M,Medium,SUN,GENERIC STORAGE DEVICE,Storage
31096,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-AC1,Server
